Area,Address,Price,Bedrooms,Bathrooms,Sqft
"Austin, TX","6800 Raccoon Run, Austin, TX 78736","$580,000 ",3,3,"1,604"
"Austin, TX","3405 Dunliegh Dr, Austin, TX 78745","$360,000 ",3,2,"1,063"
"Austin, TX","Concerto Plan, Parten 85s","$945,990+",4,4,"3,995"
"Austin, TX","11000 Scotland Well Dr, Austin, TX 78750","$834,900 ",4,3,"2,782"
"Austin, TX","1208 Garner Ave, Austin, TX 78704","$3,999,000 ",4,5,"3,844"
"Austin, TX","1710 Rockland Dr, Austin, TX 78748","$412,500 ",3,3,"1,610"
"Austin, TX","2409 Equestrian Trl, Austin, TX 78727","$585,000 ",3,3,"2,644"
"Austin, TX","1207 Romeria Dr, Austin, TX 78757","$899,000 ",3,2,"1,229"
"Austin, TX","4101 Harcourt Dr, Austin, TX 78727","$624,900 ",4,3,"1,914"
"Austin, TX","6020 Springdale Rd #2, Austin, TX 78723","$499,000 ",3,3,"1,595"
"Austin, TX","5410 Pendleton Ln, Austin, TX 78723","$749,500 ",4,3,"2,298"
"Austin, TX","710 Colorado St APT 9F, Austin, TX 78701","$400,000 ",1,1,637
"Austin, TX","2419 Westlake Dr, Austin, TX 78746","$3,915,000 ",3,4,"2,822"
"Austin, TX","13333 Bright Sky Overlook, Austin, TX 78732","$1,399,000 ",4,4,"4,000"
"Austin, TX","10927 Sierra Oaks, Austin, TX 78759","$545,000 ",3,2,"1,800"
"Austin, TX","2204 Mimosa Dr, Austin, TX 78745","$989,000 ",4,3,"2,379"
"Austin, TX","5608 Courtyard Cv, Austin, TX 78731","$1,170,000 ",4,3,"2,304"
"Austin, TX","14145 Bear Creek Pass, Austin, TX 78737","$5,495,000 ",8,8,--
"Austin, TX","5203 Avenue G #2, Austin, TX 78751","$650,000 ",3,2,"1,095"
"Austin, TX","2800 Cherry Ln, Austin, TX 78703","$1,785,000 ",4,3,"2,690"
"Austin, TX","1206 Angelina St, Austin, TX 78702","$399,000 ",1,1,448
"Austin, TX","15031 Wells Port Dr, Austin, TX 78728","$399,900 ",3,3,"1,516"
"Austin, TX","4332 Palladio Dr, Austin, TX 78731","$3,199,000 ",5,5,"5,392"
"Austin, TX","6206 Marigold Ter, Austin, TX 78741","$249,990 ",3,1,920
"Austin, TX","4512 Mount Vernon Dr #2, Austin, TX 78745","$549,000 ",2,3,"1,045"
"Austin, TX","Settler Plan, Goodnight Ranch 40'","$549,990+",3,3,"2,436"
"Austin, TX","16717 Horondelle Dr, Austin, TX 78738","$999,500 ",4,4,"3,092"
"Austin, TX","6105 Hill Forest Dr, Austin, TX 78749","$585,000 ",4,5,"2,218"
"Austin, TX","201 Northcrest Cir, Austin, TX 78752","$450,000 ",4,2,"2,280"
"Austin, TX","707 W Johanna St #B, Austin, TX 78704","$1,495,000 ",3,3,"2,200"
"Austin, TX","3904 Ridgelea Dr, Austin, TX 78731","$785,000 ",3,2,"1,353"
"Austin, TX","1609 Chesterwood Cv, Austin, TX 78746","$1,400,000 ",4,3,"2,762"
"Austin, TX","1003 Berrywood Dr, Austin, TX 78753","$499,000 ",4,3,"2,212"
"Austin, TX","2476 Waymaker Way, Austin, TX 78746","$5,850,000 ",5,6,"5,820"
"Austin, TX","4005 Burnet Rd, Austin, TX 78756","$995,000 ",3,2,"1,762"
"Austin, TX","1402 Dwyce Dr, Austin, TX 78757","$625,000 ",3,2,"1,430"
"Austin, TX","4361 S Congress Ave UNIT 513, Austin, TX 78745","$275,000 ",1,1,825
"Austin, TX","2507 El Greco Cv, Austin, TX 78703","$2,600,000 ",5,5,"5,489"
"Austin, TX","6401 Gunflint Dr, Austin, TX 78747","$365,000 ",3,2,"1,500"
"Austin, TX","276 Drury Ln, Austin, TX 78737","$625,000 ",4,3,"2,557"
"Austin, TX","9208 Alex Ln, Austin, TX 78748","$579,000 ",4,4,"2,480"
"Austin, TX","3926 Leafield Dr, Austin, TX 78749","$585,000 ",3,2,"1,469"
"Austin, TX","6006 Twin Valley Cv, Austin, TX 78731","$2,000,000 ",4,4,"3,548"
"Austin, TX","304 E 33rd St APT 17, Austin, TX 78705","$199,900 ",1,1,432
"Austin, TX","8404 Etienne Cv, Austin, TX 78759","$1,249,000 ",4,3,"2,907"
"Austin, TX","1910 Robbins Pl APT 311, Austin, TX 78705","$439,900 ",2,2,"1,230"
"Austin, TX","3204 Tilmon Ln, Austin, TX 78725","$305,000 ",3,2,"1,521"
"Austin, TX","6309 Capriola Dr, Austin, TX 78745","$424,900 ",3,2,"1,379"
"Austin, TX","3101 Govalle Ave #103, Austin, TX 78702","$424,000 ",2,2,"1,040"
"Austin, TX","5400 Juniper Junction Ln #74, Austin, TX 78744","$344,900 ",3,3,"1,479"
"Austin, TX","11732 Day Camp Ln, Austin, TX 78754","$449,900 ",4,3,"2,679"
"Austin, TX","2103 Monarch Dr, Austin, TX 78748","$550,000 ",3,2,"1,826"
"Austin, TX","1901 Vista Ln, Austin, TX 78703","$4,450,000 ",4,5,"4,088"
"Austin, TX","1707 Lovingood Dr, Austin, TX 78721","$329,900 ",2,1,686
"Austin, TX","8700 Calera Dr, Austin, TX 78735","$4,445,000 ",5,7,"5,603"
"Austin, TX","6513 Walebridge Ln, Austin, TX 78739","$899,900 ",5,3,"3,019"
"Austin, TX","8704 Azalea Trl, Austin, TX 78759","$1,175,000 ",4,3,"2,100"
"Austin, TX","507 Sabine St APT 408, Austin, TX 78701","$469,000 ",2,1,951
"Austin, TX","5501 Highland Crest Dr, Austin, TX 78731","$1,300,000 ",3,3,"2,350"
"Austin, TX","301 West Ave #5604, Austin, TX 78701","$5,600,000 ",3,4,"3,514"
"Austin, TX","401 Heartwood Dr, Austin, TX 78745","$500,000 ",4,2,"1,804"
"Austin, TX","12214 Cottage Promenade Ct, Austin, TX 78753","$499,000 ",4,3,"2,426"
"Austin, TX","410 Krebs Ln #B, Austin, TX 78704","$675,000 ",2,3,"1,100"
"Austin, TX","305 White Oak Dr #A & B, Austin, TX 78753","$524,500 ",4,2,"1,764"
"Austin, TX","4511 Dudmar Dr, Austin, TX 78735","$559,000 ",4,3,"1,439"
"Austin, TX","805 Great Britain Blvd, Austin, TX 78748","$424,900 ",3,2,"1,229"
"Austin, TX","6804 N Capital Of Texas Hwy APT 714, Austin, TX 78731","$330,000 ",2,2,"1,197"
"Austin, TX","7105 Foxtree Cv, Austin, TX 78750","$1,550,000 ",4,4,"4,001"
"Austin, TX","4009 Great Plains Dr, Austin, TX 78735","$850,000 ",4,2,"2,408"
"Austin, TX","2519 Harris Blvd, Austin, TX 78703","$2,585,000 ",3,3,"3,323"
"Austin, TX","11508 Easy St, Austin, TX 78748","$395,000 ",3,2,"1,522"
"Austin, TX","6507 Hergotz Ln, Austin, TX 78742","$210,000 ",2,1,792
"Austin, TX","2425 E Stassney Ln, Austin, TX 78744","$330,000 ",3,2,"1,170"
"Austin, TX","7211 Lakewood Dr #C-112, Austin, TX 78750","$400,000 ",2,2,"1,100"
"Austin, TX","2450 Wickersham Ln #P1604, Austin, TX 78741","$275,000 ",2,2,"1,060"
"Austin, TX","2807 Rockingham Dr, Austin, TX 78704","$1,250,000 ",4,3,"2,099"
"Austin, TX","9109 Golden Leaf Dr #53, Austin, TX 78748","$575,000 ",4,3,"2,507"
"Austin, TX","2301 Claudia June Ave, Austin, TX 78728","$388,900 ",3,3,"1,308"
"Austin, TX","3905 Becker Ave, Austin, TX 78751","$989,000 ",4,3,"2,300"
"Austin, TX","1101 Village West Dr, Austin, TX 78733","$1,825,000 ",4,5,"3,491"
"Austin, TX","15213 Interlachen Dr, Austin, TX 78717","$775,000 ",4,3,"3,023"
"Austin, TX","11101 Spicewood Club Dr, Austin, TX 78750","$1,510,000 ",4,4,"3,548"
"Austin, TX","1713 Gaylord Dr, Austin, TX 78728","$449,900 ",4,3,"1,946"
"Austin, TX","8507 La Tosca Dr, Austin, TX 78737","$925,000 ",4,4,"2,284"
"Austin, TX","13800 Ashton Woods Cir, Austin, TX 78727","$364,900 ",3,2,"1,500"
"Austin, TX","708 Marly Way, Austin, TX 78733","$4,750,000 ",5,5,"6,698"
"Austin, TX","16008 Canard Cir, Austin, TX 78734","$1,699,000 ",5,5,"6,004"
"Austin, TX","5302 Roosevelt Ave, Austin, TX 78756","$1,294,900 ",4,3,"2,638"
"Austin, TX","2101 N Lamar Blvd APT 5, Austin, TX 78705","$799,000 ",4,3,"2,567"
"Austin, TX","13206 Adonis Dr, Austin, TX 78729","$535,000 ",4,3,"2,589"
"Austin, TX","901 Wayside Dr, Austin, TX 78703","$3,496,000 ",6,4,"3,642"
"Austin, TX","6312 Wavell Pl, Austin, TX 78738","$649,900 ",3,3,"2,127"
"Austin, TX","9015 Cattle Baron Path UNIT 1001, Austin, TX 78747","$374,990 ",3,3,"1,493"
"Austin, TX","313 S Flamingo Dr, Austin, TX 78734","$760,000 ",4,3,"2,733"
"Austin, TX","2703 Sherwood Ln, Austin, TX 78704","$850,000 ",3,2,"1,674"
"Austin, TX","4205 Plantain Cv, Austin, TX 78730","$1,750,000 ",3,2,"3,016"
"Austin, TX","1604 Meander Dr, Austin, TX 78721","$429,999 ",2,2,816
"Austin, TX","1811 Brackenridge St, Austin, TX 78704","$1,975,000 ",3,2,"2,028"
"Austin, TX","6208 Antigo Ln, Austin, TX 78739","$775,000 ",4,4,"2,867"
"Austin, TX","3113 Sun Drenched Path, Austin, TX 78732","$1,075,000 ",3,4,"3,986"
"Austin, TX","904 W 21st St APT 218, Austin, TX 78705","$420,000 ",3,2,"1,103"
"Austin, TX","403 Hackberry Ln APT B, Austin, TX 78753","$799,000 ",3,3,"2,118"
"Austin, TX","2601 Barton Hills Dr, Austin, TX 78704","$5,000,000 ",5,5,"4,394"
"Austin, TX","11036 Short Springs Dr, Austin, TX 78754","$359,900 ",5,3,"2,026"
"Austin, TX","907 Acorn Oaks Dr, Austin, TX 78745","$375,000 ",3,2,"1,260"
"Austin, TX","12741 Mogador St, Manor, TX 78653","$477,846 ",6,4,"2,502"
"Austin, TX","12 Scott Cres, Austin, TX 78703","$1,050,000 ",3,2,"1,468"
"Austin, TX","12612 Karasu Dr, Manor, TX 78653","$488,206 ",5,4,"2,505"
"Austin, TX","1307 Neans Dr, Austin, TX 78758","$499,000 ",3,2,"1,679"
"Austin, TX","3605 Winfield Cv, Austin, TX 78704","$730,000 ",3,3,"1,683"
"Austin, TX","200 Monarch Ln, Austin, TX 78737","$870,000 ",6,4,"4,072"
"Austin, TX","1600 Rio Grande St, Austin, TX 78701","$2,999,000 ",4,4,"3,370"
"Austin, TX","5311 Spring Meadow Rd, Austin, TX 78744","$550,000 ",6,4,"1,914"
"Austin, TX","4810 Aberdeen Dr, Austin, TX 78745","$480,000 ",3,2,"1,051"
"Austin, TX","2501 Exposition Blvd, Austin, TX 78703","$1,195,000 ",3,2,"2,483"
"Austin, TX","5902 Cannon Mountain Dr, Austin, TX 78749","$499,000 ",3,2,"1,502"
"Austin, TX","8017 Davis Mountain Pass, Austin, TX 78726","$650,000 ",4,3,"3,007"
"Austin, TX","6910 Hart Ln APT 804, Austin, TX 78731","$390,000 ",3,2,"1,212"
"Austin, TX","2104 Cullen Ave #7-209, Austin, TX 78757","$274,990 ",2,2,699
"Austin, TX","1510 Alguno Rd, Austin, TX 78757","$699,900 ",3,2,"1,608"
"Austin, TX","2302 E 11th St, Austin, TX 78702","$2,000,000 ",3,3,"2,400"
"Austin, TX","1717 Bluebonnet Ln, Austin, TX 78704","$875,000 ",3,2,"1,380"
"Austin, TX","1315 E M Franklin Ave, Austin, TX 78721","$550,000 ",3,3,"1,630"
"Austin, TX","17816 Dufour Dr, Austin, TX 78738","$725,000 ",5,4,"3,124"
"Austin, TX","1314 Westover Rd, Austin, TX 78703","$4,995,000 ",5,5,"4,350"
"Austin, TX","7805 Nutmeg Cv, Austin, TX 78750","$1,399,000 ",5,4,"3,960"
"Austin, TX","3707 Highland View Dr, Austin, TX 78731","$1,750,000 ",6,4,"2,549"
"Austin, TX","1529 Barton Springs Rd APT 16, Austin, TX 78704","$1,395,000 ",3,4,"2,822"
"Austin, TX","602 Cardenas Ln, Austin, TX 78748","$560,000 ",4,4,"2,364"
"Austin, TX","11212 Gorham Glen Ct, Austin, TX 78739","$749,500 ",4,2,"2,450"
"Austin, TX","7304 Duval St, Austin, TX 78752","$965,000 ",6,5,"3,904"
"Austin, TX","1201 Alguno Rd, Austin, TX 78757","$1,199,000 ",3,4,"3,022"
"Austin, TX","3613 Breckenridge Dr, Austin, TX 78744","$335,000 ",3,2,"1,220"
"Austin, TX","8905 Marybank Dr, Austin, TX 78750","$1,050,000 ",4,4,"3,367"
"Austin, TX","409 Wild Rose Dr, Austin, TX 78737","$635,000 ",4,3,"2,855"
"Austin, TX","2212 Mountain View Rd, Austin, TX 78703","$2,995,000 ",4,5,"3,870"
"Austin, TX","8708 Melshire Dr, Austin, TX 78757","$643,000 ",3,2,"1,758"
"Austin, TX","4413 Bucks Run, Austin, TX 78744","$459,900 ",4,4,"1,801"
"Austin, TX","5006 Lakeview Dr, Austin, TX 78732","$3,500,000 ",4,4,"5,247"
"Austin, TX","9005 Palace Pkwy, Austin, TX 78748","$389,900 ",3,2,"1,046"
"Austin, TX","10904 Gonzales Ranger Pass, Austin, TX 78754","$369,000 ",3,2,"1,508"
"Austin, TX","5802 Wagon Train Rd, Austin, TX 78749","$799,000 ",4,3,"2,510"
"Austin, TX","200 Lareina Dr, Austin, TX 78745","$599,000 ",2,3,"1,022"
"Austin, TX","1913 Stoneridge Rd, Austin, TX 78746","$1,250,000 ",3,3,"2,798"
"Austin, TX","11110 Shady Hollow Dr, Austin, TX 78748","$722,000 ",4,2,"2,734"
"Austin, TX","2500 Quarry Rd #1, Austin, TX 78703","$385,000 ",1,1,773
"Austin, TX","3306 Oak Aly, Austin, TX 78745","$425,000 ",3,2,"1,031"
"Austin, TX","2308 Arpdale St #1, Austin, TX 78704","$1,599,000 ",4,4,"2,782"
"Austin, TX","4501 Cleto St, Austin, TX 78725","$365,000 ",3,3,"1,701"
"Austin, TX","914 E 50th St, Austin, TX 78751","$524,444 ",2,2,"1,125"
"Austin, TX","6003 Marquesa Dr, Austin, TX 78731","$1,099,000 ",3,3,"2,599"
"Austin, TX","2807 S 5th St, Austin, TX 78704","$729,000 ",2,2,"1,008"
"Austin, TX","3220 Smoky Rdg #LOT A, Austin, TX 78730","$2,995,000 ",5,4,"4,001"
"Austin, TX","8536 Red Willow Dr, Austin, TX 78736","$485,000 ",3,3,"1,580"
"Austin, TX","7204 Rusty Fig Dr, Austin, TX 78750","$1,149,000 ",4,3,"2,922"
"Austin, TX","913 Duncan Ln #203, Austin, TX 78705","$357,000 ",1,1,701
"Austin, TX","14805 General Williamson Dr, Austin, TX 78734","$499,000 ",3,2,"1,098"
"Austin, TX","8105 Forest View Dr, Austin, TX 78737","$545,000 ",3,2,"1,773"
"Austin, TX","10921 Casitas Dr, Austin, TX 78717","$534,000 ",4,2,"1,920"
"Austin, TX","4704 Cypress Bnd, Austin, TX 78744","$382,500 ",2,2,"1,141"
"Austin, TX","10300 Peekston Dr, Austin, TX 78726","$750,000 ",4,3,"2,805"
"Austin, TX","3900 Sightline St, Austin, TX 78731","$875,000 ",4,4,"2,178"
"Austin, TX","9508 Colebrook St, Austin, TX 78749","$999,000 ",4,3,"3,722"
"Austin, TX","2814 Saratoga Dr, Austin, TX 78733","$965,000 ",3,2,"1,740"
"Austin, TX","3128 Flinders Reef Ln, Austin, TX 78728","$449,900 ",3,3,"2,262"
"Austin, TX","1210 Payne Ave, Austin, TX 78757","$1,849,990 ",4,4,"3,259"
"Austin, TX","4014 Emory Peak Pass, Austin, TX 78731","$885,000 ",3,4,"2,261"
"Austin, TX","2900 Grimes Ranch Rd, Austin, TX 78732","$850,000 ",4,3,"3,088"
"Austin, TX","1800 Poquito St, Austin, TX 78702","$1,150,000 ",3,3,"2,138"
"Austin, TX","2226 Westlake Dr #1, Austin, TX 78746","$1,199,000 ",3,2,"1,623"
"Austin, TX","137 Karen Hill Pl, Manchaca, TX 78652","$389,000 ",3,3,"1,659"
"Austin, TX","3305 Dalton St #2, Austin, TX 78745","$499,000 ",2,3,"1,012"
"Austin, TX","7709 Woodrow Ave, Austin, TX 78756","$520,000 ",3,2,"1,370"
"Austin, TX","6605 Willow Way, Austin, TX 78744","$275,000 ",3,2,960
"Austin, TX","4912 Avenue G, Austin, TX 78751","$889,000 ",4,3,"2,019"
"Austin, TX","11905 Mustang Chas, Austin, TX 78727","$1,625,000 ",4,3,"2,752"
"Austin, TX","12166 Metric Blvd APT 223, Austin, TX 78758","$180,000 ",1,1,559
"Austin, TX","7311 Broken Arrow Ln, Austin, TX 78745","$440,000 ",3,2,"1,109"
"Austin, TX","13566 Mesa Verde Dr, Austin, TX 78737","$619,000 ",3,2,"2,513"
"Austin, TX","8504 Apogee Blvd, Austin, TX 78744","$555,000 ",3,3,"2,483"
"Austin, TX","5607 Chadwyck Dr, Austin, TX 78723","$699,000 ",4,3,"2,020"
"Austin, TX","10208 Maydelle Dr, Austin, TX 78748","$415,000 ",3,3,"1,474"
"Austin, TX","1011 Austin Highlands Blvd, Austin, TX 78745","$380,000 ",3,2,"1,004"
"Austin, TX","1805 Waterston Ave, Austin, TX 78703","$4,349,000 ",5,5,"4,203"
"Austin, TX","4915 Ganymede Dr, Austin, TX 78727","$449,000 ",3,2,"1,380"
"Austin, TX","1202 Newning Ave APT 103, Austin, TX 78704","$385,000 ",3,2,"1,221"
"Austin, TX","3817 Gaines Ct, Austin, TX 78735","$795,000 ",3,3,"2,390"
"Austin, TX","500 Arbor Ln, Austin, TX 78745","$399,999 ",3,3,"1,498"
"Austin, TX","4906 Bob Cat Run, Austin, TX 78731","$999,900 ",4,4,"2,848"
"Austin, TX","10025 Majorca Dr, Austin, TX 78717","$700,000 ",4,2,"2,760"
"Austin, TX","8609 Camelia Ln, Austin, TX 78759","$850,000 ",4,3,"2,013"
"Austin, TX","14932 Cordero Dr, Austin, TX 78717","$649,000 ",3,3,"2,750"
"Austin, TX","5506 Teri Rd, Austin, TX 78744","$369,120 ",4,3,"1,491"
"Austin, TX","2101 Columbia Cv, Austin, TX 78723","$599,000 ",3,2,"1,936"
"Austin, TX","10705 Walebridge Ct, Austin, TX 78739","$825,000 ",5,4,"2,932"
"Austin, TX","5813 Medicine Creek Dr, Austin, TX 78735","$815,000 ",4,3,"3,051"
"Austin, TX","2114 Paramount Ave, Austin, TX 78704","$4,750,000 ",6,6,"5,162"
"Austin, TX","5601 Standing Rock Dr, Austin, TX 78730","$1,849,000 ",4,5,"4,660"
"Austin, TX","6507 Bridge Point Pkwy #VIOLET 1D, Austin, TX 78730","$4,100,000 ",3,3,"2,011"
"Austin, TX","1606 W 14th St, Austin, TX 78703","$1,295,000 ",3,2,"2,138"
"Austin, TX","2020 S Congress Ave APT 2205, Austin, TX 78704","$384,500 ",2,1,928
"Austin, TX","8400 Jamestown Dr APT 306, Austin, TX 78758","$260,000 ",2,2,968
"Austin, TX","4709 Camacho St, Austin, TX 78723","$1,450,000 ",4,4,"2,850"
"Austin, TX","2508 Keepsake Dr, Austin, TX 78745","$499,999 ",3,3,"1,844"
"Austin, TX","3463 N Hills Dr, Austin, TX 78731","$325,000 ",2,3,"1,520"
"Austin, TX","7909 Manassas Dr, Austin, TX 78745","$596,500 ",4,3,"1,876"
"Austin, TX","9013 Corran Ferry Dr, Austin, TX 78749","$475,000 ",4,3,"1,711"
"Austin, TX","5102 Buffalo Pass, Austin, TX 78745","$529,000 ",3,2,"1,160"
"Austin, TX","4503 Leatherleaf Trl, Austin, TX 78744","$413,000 ",3,2,"1,348"
"Austin, TX","1901 Steamboat Springs Cv, Austin, TX 78746","$1,600,000 ",5,4,"3,555"
"Austin, TX","2003 Sharon Ln, Austin, TX 78703","$5,745,000 ",6,8,"5,520"
"Austin, TX","1909 Alex Ave, Austin, TX 78728","$499,000 ",4,6,"2,210"
"Austin, TX","5406 Downs Dr #2, Austin, TX 78722","$499,000 ",2,2,"1,021"
"Austin, TX","5706 Creekbranch Cv, Austin, TX 78744","$389,900 ",3,2,"1,300"
"Austin, TX","6133 Old Fredericksburg Rd, Austin, TX 78749","$139,900 ",,,
"Austin, TX","937 E 53rd 1/2 St, Austin, TX 78751","$450,000 ",2,1,915
"Austin, TX","512 Eberhart Ln APT 1803, Austin, TX 78745","$349,900 ",2,2,"1,045"
"Austin, TX","6125 Soter Pkwy, Austin, TX 78735","$3,695,000 ",5,5,"5,216"
"Austin, TX","410 Krebs Ln #A, Austin, TX 78704","$1,449,999 ",4,4,"2,768"
"Austin, TX","913 Emerald Wood Dr, Austin, TX 78745","$535,000 ",4,2,"1,776"
"Austin, TX","9901 Bundoran Dr, Austin, TX 78717","$714,900 ",4,2,"2,864"
"Austin, TX","2810 Nueces St APT 205, Austin, TX 78705","$315,000 ",2,1,838
"Austin, TX","4701 Bandera Rd, Austin, TX 78721","$375,000 ",3,3,"2,205"
"Austin, TX","3511 Fawn Creek Path, Austin, TX 78746","$849,950 ",2,2,"1,872"
"Austin, TX","2401 Never Bend Cv, Austin, TX 78746","$3,295,000 ",5,6,"5,405"
"Austin, TX","4616 Hibiscus Valley Dr, Austin, TX 78739","$695,000 ",3,3,"2,141"
"Austin, TX","1500 W Lynn St APT 107, Austin, TX 78703","$599,000 ",2,3,"1,261"
"Austin, TX","54 Rainey St APT 621, Austin, TX 78701","$719,900 ",2,2,"1,164"
"Austin, TX","503 Lockhart Dr, Austin, TX 78704","$808,018 ",2,1,"1,039"
"Austin, TX","1905 Blue Crest Dr, Austin, TX 78704","$1,499,000 ",3,3,"2,185"
"Austin, TX","1207 Casey St #2, Austin, TX 78745","$534,000 ",2,2,981
"Austin, TX","7506 Delafield Ln #2, Austin, TX 78752","$680,000 ",3,4,"1,952"
"Austin, TX","7006 Meador Ave #B, Austin, TX 78752","$485,000 ",2,3,"1,089"
"Austin, TX","1929 Teagle Dr, Austin, TX 78741","$435,000 ",3,3,"1,631"
"Austin, TX","3509 Bratton Heights Dr, Austin, TX 78728","$390,000 ",3,3,"1,461"
"Austin, TX","2502 Southland Dr #A, Austin, TX 78704","$995,000 ",3,4,"1,890"
"Austin, TX","2804 Lafayette Ave #2, Austin, TX 78722","$645,000 ",2,2,953
"Austin, TX","6502 Krollton Dr, Austin, TX 78745","$529,000 ",3,2,"1,260"
"Austin, TX","4933 China Garden Dr, Austin, TX 78730","$869,000 ",5,3,"2,775"
"Austin, TX","4807 York Hill Dr, Austin, TX 78723","$600,000 ",4,4,"2,276"
"Austin, TX","143 Running Bird Rd, Austin, TX 78737","$825,000 ",4,5,"3,555"
"Austin, TX","1702 Kerr St, Austin, TX 78704","$2,999,900 ",4,4,"3,400"
"Austin, TX","2804 Water Bank Cv, Austin, TX 78746","$3,275,000 ",5,6,"4,964"
"Austin, TX","5308 Ankara Ct, Austin, TX 78730","$669,000 ",3,2,"2,173"
"Austin, TX","1708 Poppy Seed Ln, Austin, TX 78741","$494,900 ",4,3,"2,160"
"Austin, TX","2500 Enfield Rd APT 6, Austin, TX 78703","$449,000 ",2,2,951
"Austin, TX","2108 Tillery St #3101, Austin, TX 78723","$341,567 ",1,2,580
"Austin, TX","2329 Westlake Dr #10, Austin, TX 78746","$5,850,000 ",4,5,"3,776"
"Austin, TX","17029 Whispering Breeze Dr, Austin, TX 78738","$2,950,000 ",4,6,"5,379"
"Austin, TX","1009 Alden Dr, Austin, TX 78758","$425,000 ",4,2,"1,321"
"Austin, TX","13716 Loleta Way, Austin, TX 78717","$515,000 ",4,2,"1,738"
"Austin, TX","9606 Bitternut Cv, Austin, TX 78759","$1,475,000 ",4,3,"3,880"
"Austin, TX","1190 Sarabeth Way, Austin, TX 78721","$495,000 ",2,3,"1,244"
"Austin, TX","4800 Duval St, Austin, TX 78751","$599,000 ",3,1,"1,066"
"Austin, TX","4100 Taniguchi St, Austin, TX 78723","$769,000 ",2,3,"1,450"
"Austin, TX","11307 Pickfair Dr, Austin, TX 78750","$775,000 ",4,3,"2,278"
"Austin, TX","9510 Quail Ct, Austin, TX 78758","$575,000 ",3,2,"1,589"
"Austin, TX","151 Unbridled, Austin, TX 78737","$1,300,000 ",4,3,"3,353"
"Austin, TX","3802 Stevenson Ave, Austin, TX 78703","$2,875,000 ",4,4,"3,299"
"Austin, TX","9931 Barbrook Dr, Austin, TX 78726","$799,000 ",4,3,"2,961"
"Austin, TX","6801 Beckett Rd UNIT 137R, Austin, TX 78749","$385,000 ",2,2,"1,027"
"Austin, TX","4405 Pamona Dr #A, Austin, TX 78727","$399,995 ",3,2,"1,050"
"Austin, TX","2505 Bluebonnet Ave #6, Austin, TX 78704","$719,999 ",2,3,"1,519"
"Austin, TX","4900 Brook Crest Rd, Austin, TX 78744","$299,999 ",4,2,"1,300"
"Austin, TX","1114 Spearson Ln, Austin, TX 78745","$549,000 ",3,2,"1,340"
"Austin, TX","9518 Topridge Dr APT 45, Austin, TX 78750","$464,900 ",3,3,"1,761"
"Austin, TX","1605 Bowerton Dr, Austin, TX 78754","$430,000 ",4,3,"2,450"
"Austin, TX","Porter Plan, Cascades at Onion Creek","$386,000+",3,2,"1,594"
"Austin, TX","3501 Lynnbrook Dr, Austin, TX 78748","$659,000 ",5,5,"3,713"
"Austin, TX","3511 Hollywood Ave, Austin, TX 78722","$625,000 ",3,2,"1,270"
"Austin, TX","2505 San Gabriel St APT 608, Austin, TX 78705","$409,900 ",3,2,994
"Austin, TX","6312 Dorchester Dr, Austin, TX 78723","$435,000 ",3,2,"1,350"
"Austin, TX","4600 Manzanillo Dr, Austin, TX 78749","$460,000 ",3,2,"1,226"
"Austin, TX","6013 Silver Luna Way, Austin, TX 78738","$2,950,000 ",5,6,"5,156"
"Austin, TX","5910 Northwest Pl, Austin, TX 78731","$1,950,000 ",6,4,"4,457"
"Austin, TX","15514 Cadoz Dr, Austin, TX 78728","$459,500 ",3,2,"2,046"
"Austin, TX","5520 Pine Pl, Austin, TX 78744","$489,000 ",3,2,"1,486"
"Austin, TX","205 E 35th St, Austin, TX 78705","$1,225,000 ",5,3,"2,389"
"Austin, TX","9408 Eddystone St, Austin, TX 78729","$450,000 ",3,2,"1,817"
"Austin, TX","4609 Cedargrove Dr, Austin, TX 78744","$379,000 ",3,2,"1,120"
"Austin, TX","3704 Wilson St, Austin, TX 78704","$650,000 ",3,3,"1,100"
"Austin, TX","1516 Forest Trl, Austin, TX 78703","$3,500,000 ",4,4,"4,207"
"Austin, TX","Lewisville Plan, The Hills of Bear Creek","$592,490+",4,3,"2,803"
"Austin, TX","301 Villa Oaks Cir, Austin, TX 78745","$550,000 ",4,4,"2,068"
"Austin, TX","10212 Lone Pine Ln, Austin, TX 78747","$325,000 ",3,2,"1,220"
"Austin, TX","1911 Prairie Knoll Ct, Austin, TX 78758","$485,000 ",4,4,"1,868"
"Austin, TX","5700 Limerock Holw, Austin, TX 78744","$350,000 ",3,2,"1,269"
"Austin, TX","1503 Bridgeway Dr #A, Austin, TX 78704","$475,000 ",2,2,"1,152"
"Austin, TX","9701 Murmuring Creek Dr, Austin, TX 78736","$735,000 ",3,2,"1,876"
"Austin, TX","1508 Chelsea Ln, Austin, TX 78704","$749,000 ",3,2,"1,628"
"Austin, TX","9913 Oak Hollow Dr, Austin, TX 78758","$409,000 ",4,2,"1,392"
"Austin, TX","5505 Emerald Forest Dr, Austin, TX 78745","$1,485,000 ",4,3,"3,176"
"Austin, TX","814 N Bluff Dr #71, Austin, TX 78745","$440,000 ",3,3,"1,498"
"Austin, TX","3704 Dover Ferry Xing, Austin, TX 78728","$450,000 ",3,3,"1,886"
"Austin, TX","6105 Conti Ct #A, Austin, TX 78744","$290,000 ",2,3,"1,096"
