Incident Number,Highest Offense Description,Highest Offense Code,Family Violence,Occurred Date Time,Occurred Date,Occurred Time,Report Date Time,Report Date,Report Time,Location Type,Address,Zip Code,Council District,APD Sector,APD District,PRA,Census Tract,Clearance Status,Clearance Date,UCR Category,Category Description,Latitude,Longitude
2022221172,AGG ROBBERY/DEADLY WEAPON,300,N,01/22/2022 10:01:00 PM,01/22/2022,2201,01/22/2022 10:01:00 PM,01/22/2022,2201,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,NORTHCAPE DR / HANSFORD DR,78753,4,ED,7,241,416,N,03/21/2022,120,Robbery,30.35886728,-97.68171048
2022211425,AGG ROBBERY/DEADLY WEAPON,300,N,01/21/2022 11:43:00 PM,01/21/2022,2343,01/22/2022 01:13:00 AM,01/22/2022,113,PARK / PLAYGROUND,920 W RIVERSIDE DR,78704,9,DA,1,438,13.11,N,03/07/2022,120,Robbery,30.26302212,-97.75215237
2022230216,AGG ROBBERY/DEADLY WEAPON,300,N,01/23/2022 03:16:00 AM,01/23/2022,316,01/23/2022 03:16:00 AM,01/23/2022,316,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1400 BLOCK VIOLET CROWN LN,78741,3,HE,2,441,23,N,03/03/2022,120,Robbery,30.24115916,-97.72294189
2022240842,AGG ROBBERY/DEADLY WEAPON,300,N,01/24/2022 04:20:00 PM,01/24/2022,1620,01/24/2022 06:44:00 PM,01/24/2022,1844,RESIDENCE / HOME,9500 JOLLYVILLE RD,78759,10,BA,8,230,301,C,01/24/2022,120,Robbery,30.38677337,-97.74653965
2022240516,AGG ROBBERY/DEADLY WEAPON,300,N,01/23/2022 05:30:00 AM,01/23/2022,530,01/24/2022 12:06:00 PM,01/24/2022,1206,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,600 E 6TH ST,78701,9,GE,2,382,11,C,02/25/2022,120,Robbery,30.26658149,-97.73692775
2022241022,AGG ROBBERY/DEADLY WEAPON,300,N,01/24/2022 06:30:00 PM,01/24/2022,1830,01/24/2022 06:41:00 PM,01/24/2022,1841,CONVENIENCE STORE,825 E RUNDBERG LN,78753,4,ED,3,251,403,N,02/25/2022,120,Robbery,30.35644037,-97.68685154
2022251072,AGG ROBBERY/DEADLY WEAPON,300,N,01/25/2022 07:30:00 PM,01/25/2022,1930,01/25/2022 07:30:00 PM,01/25/2022,1930,PARKING /DROP LOT/ GARAGE,1012 REINLI ST,78723,4,ID,5,292,21,N,12/21/2022,120,Robbery,30.31820104,-97.70579928
2022270978,AGG ROBBERY/DEADLY WEAPON,300,N,01/27/2022 05:51:00 PM,01/27/2022,1751,01/27/2022 07:09:00 PM,01/27/2022,1909,SPECIALTY  STORE,2815 GUADALUPE ST,78705,9,BA,1,361,6,N,01/31/2022,120,Robbery,30.2942081,-97.74206376
2022270208,AGG ROBBERY/DEADLY WEAPON,300,N,01/27/2022 06:24:00 AM,01/27/2022,624,01/27/2022 07:54:00 AM,01/27/2022,754,SERVICE/ GAS STATION,9400 N IH 35 SVRD SB,78753,4,ED,1,240,410,N,02/09/2022,120,Robbery,30.35894314,-97.68871434
2022281472,AGG ROBBERY/DEADLY WEAPON,300,N,01/28/2022 11:32:00 PM,01/28/2022,2332,01/28/2022 11:32:00 PM,01/28/2022,2332,CONVENIENCE STORE,102 W POWELL LN,78753,4,ED,1,250,432,N,04/23/2023,120,Robbery,30.34801409,-97.70333819
2022281528,AGG ROBBERY/DEADLY WEAPON,300,N,01/28/2022 11:16:00 PM,01/28/2022,2316,01/28/2022 11:53:00 PM,01/28/2022,2353,CONVENIENCE STORE,4600 MUELLER BLVD,78723,9,BA,4,900,3,N,09/02/2022,120,Robbery,30.29948141,-97.70804903
2022290524,AGG ROBBERY/DEADLY WEAPON,300,N,01/29/2022 11:23:00 AM,01/29/2022,1123,01/29/2022 11:23:00 AM,01/29/2022,1123,SERVICE/ GAS STATION,7200 N IH 35 SVRD SB,78752,4,ID,8,264,400,C,02/03/2022,120,Robbery,30.33336529,-97.70466336
2022291443,AGG ROBBERY/DEADLY WEAPON,300,N,01/29/2022 10:06:00 PM,01/29/2022,2206,01/29/2022 10:06:00 PM,01/29/2022,2206,PARKING /DROP LOT/ GARAGE,6263 MC NEIL DR,78727,6,AD,3,183,341,N,07/13/2022,120,Robbery,30.44139787,-97.74748262
2022290709,AGG ROBBERY/DEADLY WEAPON,300,N,01/29/2022 12:52:00 PM,01/29/2022,1252,01/29/2022 12:52:00 PM,01/29/2022,1252,HOTEL / MOTEL / ETC.,5330 N IH 35 SVRD SB,78751,4,ID,6,291,21,C,03/01/2022,120,Robbery,30.31255268,-97.70919917
2022291353,AGG ROBBERY/DEADLY WEAPON,300,N,01/29/2022 09:33:00 PM,01/29/2022,2133,01/29/2022 09:33:00 PM,01/29/2022,2133,LIQUOR STORE,12518 RESEARCH BLVD SVRD SB,78759,10,AD,7,188,327,N,03/30/2022,120,Robbery,30.42871297,-97.76047052
2022300587,AGG ROBBERY/DEADLY WEAPON,300,N,01/30/2022 10:03:00 AM,01/30/2022,1003,01/30/2022 10:03:00 AM,01/30/2022,1003,RESIDENCE / HOME,1521 REAGAN HILL DR,78752,4,ID,2,266,402,C,01/30/2022,120,Robbery,30.3257346,-97.68909195
2022311304,AGG ROBBERY/DEADLY WEAPON,300,N,01/31/2022 10:30:00 PM,01/31/2022,2230,01/31/2022 10:30:00 PM,01/31/2022,2230,RESIDENCE / HOME,9036 N LAMAR BLVD,78758,4,ED,1,237,406,N,05/04/2022,120,Robbery,30.36030464,-97.69887365
2022311106,AGG ROBBERY/DEADLY WEAPON,300,N,01/31/2022 06:33:00 PM,01/31/2022,1833,01/31/2022 06:45:00 PM,01/31/2022,1845,SPECIALTY  STORE,6021 N IH 35 SVRD NB,78723,1,ID,5,292,21,N,09/02/2022,120,Robbery,30.3213293,-97.70638937
2022310519,AGG ROBBERY/DEADLY WEAPON,300,N,01/31/2022 11:38:00 AM,01/31/2022,1138,01/31/2022 11:38:00 AM,01/31/2022,1138,RESTAURANT,13422 DESSAU RD,78660,7,ED,6,1753,443,N,08/09/2022,120,Robbery,30.40371091,-97.63690176
2022321044,AGG ROBBERY/DEADLY WEAPON,300,N,02/01/2022 05:28:00 PM,02/01/2022,1728,02/01/2022 05:28:00 PM,02/01/2022,1728,COMMERCIAL / OFFICE BUILDING,3909 N IH 35 SVRD NB,78722,9,CH,3,333,3,N,02/01/2022,120,Robbery,30.29622061,-97.71765563
2022321246,AGG ROBBERY/DEADLY WEAPON,300,N,02/01/2022 07:48:00 PM,02/01/2022,1948,02/01/2022 09:39:00 PM,02/01/2022,2139,SPECIALTY  STORE,12001 BURNET RD,78758,7,AD,2,202,453,N,09/02/2022,120,Robbery,30.40736646,-97.71365627
2022331138,AGG ROBBERY/DEADLY WEAPON,300,N,02/02/2022 06:49:00 PM,02/02/2022,1849,02/02/2022 07:25:00 PM,02/02/2022,1925,CHURCH / SYNAGOGUE / TEMPLE / MOSQUE,409 W BEN WHITE BLVD SVRD EB,78745,3,DA,3,491,20,N,03/07/2022,120,Robbery,30.22448148,-97.7678776
2022340118,AGG ROBBERY/DEADLY WEAPON,300,N,02/03/2022 01:40:00 AM,02/03/2022,140,02/03/2022 03:58:00 AM,02/03/2022,358,PARKING /DROP LOT/ GARAGE,6103 MANOR RD,78723,1,ID,4,298,21,N,02/10/2022,120,Robbery,30.30755468,-97.67805181
2022340839,AGG ROBBERY/DEADLY WEAPON,300,N,02/03/2022 07:22:00 PM,02/03/2022,1922,02/03/2022 07:22:00 PM,02/03/2022,1922,PARKING /DROP LOT/ GARAGE,500 E ST JOHNS AVE,78752,4,ID,8,264,400,N,07/04/2022,120,Robbery,30.33449602,-97.70642402
20225003737,AGG ROBBERY/DEADLY WEAPON,300,N,02/06/2022 10:40:00 AM,02/06/2022,1040,02/06/2022 01:40:00 PM,02/06/2022,1340,PARKING /DROP LOT/ GARAGE,5401 N IH 35 SVRD NB,78723,4,ID,5,292,21,C,04/22/2022,120,Robbery,30.31318465,-97.70809466
2022380618,AGG ROBBERY/DEADLY WEAPON,300,N,02/07/2022 12:02:00 PM,02/07/2022,1202,02/07/2022 12:02:00 PM,02/07/2022,1202,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1800 S 5TH ST,78704,9,DA,1,452,13.12,N,04/20/2022,120,Robbery,30.24897456,-97.76191749
2022391122,AGG ROBBERY/DEADLY WEAPON,300,N,02/08/2022 08:36:00 PM,02/08/2022,2036,02/08/2022 08:36:00 PM,02/08/2022,2036,RESTAURANT,12518 RESEARCH BLVD SVRD SB,78759,10,AD,7,188,327,N,09/02/2022,120,Robbery,30.42871297,-97.76047052
2022390785,AGG ROBBERY/DEADLY WEAPON,300,N,02/08/2022 03:13:00 PM,02/08/2022,1513,02/08/2022 07:44:00 PM,02/08/2022,1944,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,RUTLAND DR / MEARNS MEADOW BLVD,78758,4,ED,1,239,409,N,03/09/2022,120,Robbery,30.36700221,-97.70063501
2022391176,AGG ROBBERY/DEADLY WEAPON,300,N,02/08/2022 07:30:00 PM,02/08/2022,1930,02/08/2022 08:07:00 PM,02/08/2022,2007,CONVENIENCE STORE,5301 MANOR RD,78723,1,ID,4,298,21,N,02/10/2022,120,Robbery,30.29999406,-97.68550556
2022401209,AGG ROBBERY/DEADLY WEAPON,300,N,02/09/2022 07:53:00 PM,02/09/2022,1953,02/09/2022 09:05:00 PM,02/09/2022,2105,SERVICE/ GAS STATION,3839 AIRPORT BLVD,78723,1,BA,4,900,3,N,09/02/2022,120,Robbery,30.28892741,-97.70679901
2022401364,AGG ROBBERY/DEADLY WEAPON,300,N,02/09/2022 09:30:00 PM,02/09/2022,2130,02/09/2022 10:19:00 PM,02/09/2022,2219,RESIDENCE / HOME,10000 N LAMAR BLVD,78758,4,ED,1,239,409,N,05/04/2022,120,Robbery,30.36926216,-97.69510501
2022401429,AGG ROBBERY/DEADLY WEAPON,300,N,02/09/2022 11:40:00 PM,02/09/2022,2340,02/09/2022 11:40:00 PM,02/09/2022,2340,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,4100 BLOCK SANTIAGO ST,78745,3,DA,3,492,24,N,06/15/2022,120,Robbery,30.21528516,-97.75476753
2022410169,AGG ROBBERY/DEADLY WEAPON,300,N,02/10/2022 04:23:00 AM,02/10/2022,423,02/10/2022 04:51:00 AM,02/10/2022,451,RESIDENCE / HOME,6401 PONCHA PASS,78749,8,DA,6,75,347,C,07/28/2023,120,Robbery,30.22761393,-97.87042892
2022420285,AGG ROBBERY/DEADLY WEAPON,300,N,02/11/2022 06:35:00 AM,02/11/2022,635,02/11/2022 06:37:00 AM,02/11/2022,637,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,3005 FRENCH PL,78722,9,CH,3,349,4,C,06/11/2023,120,Robbery,30.28634684,-97.71927325
2022421452,AGG ROBBERY/DEADLY WEAPON,300,N,02/10/2022 07:30:00 PM,02/10/2022,1930,02/11/2022 11:21:00 PM,02/11/2022,2321,PARKING /DROP LOT/ GARAGE,2100 WICKERSHAM LN,78741,3,HE,4,458,23.14,N,04/05/2022,120,Robbery,30.23146495,-97.72122433
2022421032,AGG ROBBERY/DEADLY WEAPON,300,N,02/11/2022 04:30:00 PM,02/11/2022,1630,02/11/2022 07:28:00 PM,02/11/2022,1928,PARKING /DROP LOT/ GARAGE,10401 N LAMAR BLVD,78753,4,ED,1,240,410,C,02/12/2022,120,Robbery,30.37276703,-97.69113929
2022421652,AGG ROBBERY/DEADLY WEAPON,300,N,02/11/2022 11:37:00 PM,02/11/2022,2337,02/11/2022 11:37:00 PM,02/11/2022,2337,RESIDENCE / HOME,1124 RUTLAND DR,78758,4,ED,1,239,409,N,02/23/2022,120,Robbery,30.36871033,-97.70372535
2022421188,AGG ROBBERY/DEADLY WEAPON,300,N,02/11/2022 01:30:00 AM,02/11/2022,130,02/11/2022 10:11:00 PM,02/11/2022,2211,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,700 W 6TH ST,78701,9,GE,1,373,11,N,02/12/2022,120,Robbery,30.27020584,-97.74968842
2022430302,AGG ROBBERY/DEADLY WEAPON,300,N,02/12/2022 05:36:00 AM,02/12/2022,536,02/12/2022 05:36:00 AM,02/12/2022,536,PARKING /DROP LOT/ GARAGE,9515 N LAMAR BLVD,78753,4,ED,1,240,410,N,03/23/2022,120,Robbery,30.36442773,-97.69460608
2022440276,AGG ROBBERY/DEADLY WEAPON,300,N,02/13/2022 03:30:00 AM,02/13/2022,330,02/13/2022 03:30:00 AM,02/13/2022,330,PARKING /DROP LOT/ GARAGE,650 W RIVERSIDE DR,,,DA,1,439,,C,11/20/2022,120,Robbery,30.25975735,-97.74928051
2022440501,AGG ROBBERY/DEADLY WEAPON,300,N,02/13/2022 08:37:00 AM,02/13/2022,837,02/13/2022 08:37:00 AM,02/13/2022,837,DEPARTMENT / DISCOUNT STORE,901 E 5TH ST,78702,3,CH,1,410,9,C,02/15/2022,120,Robbery,30.26427596,-97.73390689
2022441451,AGG ROBBERY/DEADLY WEAPON,300,N,02/13/2022 11:00:00 PM,02/13/2022,2300,02/13/2022 11:00:00 PM,02/13/2022,2300,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2100 E CESAR CHAVEZ ST,78702,3,CH,1,419,9,N,03/08/2022,120,Robbery,30.25618522,-97.72150283
2022460196,AGG ROBBERY/DEADLY WEAPON,300,N,02/15/2022 05:46:00 AM,02/15/2022,546,02/15/2022 05:46:00 AM,02/15/2022,546,CONVENIENCE STORE,863 AIRPORT BLVD,78721,3,CH,5,428,21.11,N,05/04/2022,120,Robbery,30.25926124,-97.69324431
2022470090,AGG ROBBERY/DEADLY WEAPON,300,N,02/16/2022 02:00:00 AM,02/16/2022,200,02/16/2022 02:00:00 AM,02/16/2022,200,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,7639 E US 290 HWY SVRD EB,78724,1,CH,7,761,22,C,03/03/2022,120,Robbery,30.32534287,-97.67149086
2022471336,AGG ROBBERY/DEADLY WEAPON,300,N,02/16/2022 09:32:00 PM,02/16/2022,2132,02/16/2022 09:32:00 PM,02/16/2022,2132,RESIDENCE / HOME,6313 FELIX AVE,78741,3,HE,5,444,23.21,N,04/13/2022,120,Robbery,30.234775,-97.69592504
2022481222,AGG ROBBERY/DEADLY WEAPON,300,N,02/17/2022 09:03:00 PM,02/17/2022,2103,02/17/2022 09:03:00 PM,02/17/2022,2103,SPECIALTY  STORE,5308 NUCKOLS CROSSING RD,78744,2,FR,5,518,24.13,N,02/21/2022,120,Robbery,30.19257097,-97.73968599
2022481265,AGG ROBBERY/DEADLY WEAPON,300,N,02/17/2022 07:41:00 PM,02/17/2022,1941,02/17/2022 10:03:00 PM,02/17/2022,2203,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,BERKMAN DR / E ST JOHNS AVE,78752,1,ID,2,266,402,N,02/21/2022,120,Robbery,30.32460057,-97.68931642
2022491302,AGG ROBBERY/DEADLY WEAPON,300,N,02/18/2022 08:49:00 PM,02/18/2022,2049,02/18/2022 08:49:00 PM,02/18/2022,2049,PARKING /DROP LOT/ GARAGE,920 W RIVERSIDE DR,78704,9,DA,1,438,13.11,C,11/11/2022,120,Robbery,30.26302212,-97.75215237
2022490782,AGG ROBBERY/DEADLY WEAPON,300,N,02/18/2022 02:43:00 PM,02/18/2022,1443,02/18/2022 02:43:00 PM,02/18/2022,1443,RESIDENCE / HOME,5001 CRAINWAY DR,78724,1,CH,7,300,22,N,03/30/2022,120,Robbery,30.3190283,-97.65763354
2022491235,AGG ROBBERY/DEADLY WEAPON,300,N,02/18/2022 08:08:00 PM,02/18/2022,2008,02/18/2022 10:38:00 PM,02/18/2022,2238,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,8805 NORTH PLZ,78753,4,ED,3,251,403,N,06/30/2022,120,Robbery,30.35019863,-97.68786317
2022500231,AGG ROBBERY/DEADLY WEAPON,300,N,02/19/2022 03:34:00 AM,02/19/2022,334,02/19/2022 03:34:00 AM,02/19/2022,334,RESIDENCE / HOME,12300 HYMEADOW DR,78750,6,AD,6,827,204,N,03/08/2022,120,Robbery,30.4540371,-97.79788016
2022491342,AGG ROBBERY/DEADLY WEAPON,300,N,02/18/2022 09:14:00 PM,02/18/2022,2114,02/19/2022 12:28:00 AM,02/19/2022,28,PARKING /DROP LOT/ GARAGE,10000 N LAMAR BLVD,78758,4,ED,1,239,409,N,06/30/2022,120,Robbery,30.36926216,-97.69510501
2022511479,AGG ROBBERY/DEADLY WEAPON,300,N,02/20/2022 10:40:00 PM,02/20/2022,2240,02/20/2022 10:42:00 PM,02/20/2022,2242,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,107 S 1ST ST,78704,9,DA,1,439,13.11,C,11/23/2022,120,Robbery,30.26174363,-97.74835289
2022510140,AGG ROBBERY/DEADLY WEAPON,300,N,02/20/2022 01:34:00 AM,02/20/2022,134,02/20/2022 02:17:00 AM,02/20/2022,217,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,E 3RD ST / CHALMERS AVE,78702,3,CH,1,410,9,N,07/12/2022,120,Robbery,30.25965011,-97.72579714
2022521451,AGG ROBBERY/DEADLY WEAPON,300,N,02/22/2022 01:18:00 AM,02/22/2022,118,02/22/2022 01:18:00 AM,02/22/2022,118,RESIDENCE / HOME,12166 METRIC BLVD,78758,7,AD,3,203,422,N,02/22/2022,120,Robbery,30.4067901,-97.69786669
2022530110,AGG ROBBERY/DEADLY WEAPON,300,N,02/22/2022 02:25:00 AM,02/22/2022,225,02/22/2022 02:40:00 AM,02/22/2022,240,SPECIALTY  STORE,8519 BURNET RD,78757,7,ID,7,234,405,N,05/17/2022,120,Robbery,30.36734174,-97.72749726
2022531094,AGG ROBBERY/DEADLY WEAPON,300,N,02/22/2022 07:22:00 PM,02/22/2022,1922,02/22/2022 07:22:00 PM,02/22/2022,1922,OTHER / UNKNOWN,121 PICKLE RD,78704,3,DA,2,474,13,N,05/30/2022,120,Robbery,30.22729456,-97.76305212
2022530201,AGG ROBBERY/DEADLY WEAPON,300,N,02/21/2022 10:30:00 PM,02/21/2022,2230,02/22/2022 08:00:00 AM,02/22/2022,800,PARKING /DROP LOT/ GARAGE,6103 MANOR RD,78723,1,ID,4,298,21,C,02/23/2022,120,Robbery,30.30755468,-97.67805181
2022540125,AGG ROBBERY/DEADLY WEAPON,300,N,02/23/2022 03:00:00 AM,02/23/2022,300,02/23/2022 04:19:00 AM,02/23/2022,419,RESIDENCE / HOME,7100 E US 290 HWY SVRD WB,78752,1,ID,2,266,402,N,03/10/2022,120,Robbery,30.32304099,-97.68305013
2022591276,AGG ROBBERY/DEADLY WEAPON,300,N,02/28/2022 05:30:00 PM,02/28/2022,1730,02/28/2022 05:30:00 PM,02/28/2022,1730,PARKING /DROP LOT/ GARAGE,6607 S IH 35 SVRD NB,78744,2,FR,8,529,24.41,N,03/21/2022,120,Robbery,30.18875106,-97.76891811
2022600084,AGG ROBBERY/DEADLY WEAPON,300,N,03/01/2022 02:09:00 AM,03/01/2022,209,03/01/2022 02:09:00 AM,03/01/2022,209,SERVICE/ GAS STATION,6306 E RIVERSIDE DR,78741,3,HE,5,444,23.21,N,03/01/2022,120,Robbery,30.22504044,-97.7029622
2022610269,AGG ROBBERY/DEADLY WEAPON,300,N,02/17/2022 07:00:00 PM,02/17/2022,1900,03/02/2022 09:48:00 AM,03/02/2022,948,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1500 REAGAN HILL DR,78752,4,ID,2,266,402,N,03/23/2022,120,Robbery,30.32686021,-97.6900598
2022611167,AGG ROBBERY/DEADLY WEAPON,300,N,03/02/2022 03:35:00 PM,03/02/2022,1535,03/02/2022 09:27:00 PM,03/02/2022,2127,DEPARTMENT / DISCOUNT STORE,1201 BARBARA JORDAN BLVD,78723,9,BA,4,900,3,C,03/14/2022,120,Robbery,30.30635266,-97.70916489
2022620218,AGG ROBBERY/DEADLY WEAPON,300,N,03/03/2022 05:00:00 AM,03/03/2022,500,03/03/2022 11:41:00 AM,03/03/2022,1141,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,8800 GEORGIAN DR,78753,4,ED,1,250,431,C,03/07/2022,120,Robbery,30.3536182,-97.69872645
2022620450,AGG ROBBERY/DEADLY WEAPON,300,N,03/03/2022 09:58:00 AM,03/03/2022,958,03/03/2022 11:17:00 AM,03/03/2022,1117,DEPARTMENT / DISCOUNT STORE,5425 N IH 35 SVRD NB,78723,4,ID,5,292,21,C,03/04/2022,120,Robbery,30.31336591,-97.70553151
2022620248,AGG ROBBERY/DEADLY WEAPON,300,N,03/03/2022 09:09:00 AM,03/03/2022,909,03/03/2022 09:09:00 AM,03/03/2022,909,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,9200 NORTH PLZ,78753,4,ED,3,251,403,C,03/03/2022,120,Robbery,30.35460161,-97.68584592
2022620244,AGG ROBBERY/DEADLY WEAPON,300,N,03/03/2022 06:25:00 AM,03/03/2022,625,03/03/2022 06:29:00 AM,03/03/2022,629,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,502 W LONGSPUR BLVD,78753,4,ED,1,240,410,C,03/07/2022,120,Robbery,30.36685695,-97.69196411
2022640230,AGG ROBBERY/DEADLY WEAPON,300,N,03/05/2022 03:26:00 AM,03/05/2022,326,03/05/2022 03:26:00 AM,03/05/2022,326,RESIDENCE / HOME,810 BASTROP HWY SB,78741,3,HE,5,444,23.2,N,05/18/2022,120,Robbery,30.23182918,-97.68432106
2022641147,AGG ROBBERY/DEADLY WEAPON,300,N,03/05/2022 06:20:00 PM,03/05/2022,1820,03/05/2022 11:13:00 PM,03/05/2022,2313,PARKING /DROP LOT/ GARAGE,9316 N LAMAR BLVD,78758,4,ED,1,237,406,C,03/05/2022,120,Robbery,30.36276408,-97.69796598
2022650861,AGG ROBBERY/DEADLY WEAPON,300,N,03/06/2022 01:33:00 PM,03/06/2022,1333,03/06/2022 01:33:00 PM,03/06/2022,1333,DEPARTMENT / DISCOUNT STORE,710 E BEN WHITE BLVD SVRD WB,78704,3,DA,2,480,23.22,N,04/13/2022,120,Robbery,30.2200027,-97.75439457
2022660665,AGG ROBBERY/DEADLY WEAPON,300,N,03/07/2022 11:33:00 AM,03/07/2022,1133,03/07/2022 11:33:00 AM,03/07/2022,1133,CONVENIENCE STORE,1814 GUADALUPE ST,78701,9,BA,1,376,7,C,03/07/2022,120,Robbery,30.2814689,-97.74194624
2022670632,AGG ROBBERY/DEADLY WEAPON,300,N,02/27/2022 12:15:00 AM,02/27/2022,15,03/08/2022 02:00:00 PM,03/08/2022,1400,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,11300 HARRIS BRANCH PKWY,78754,1,CH,8,226,424,N,03/09/2022,120,Robbery,30.3494941,-97.61472473
2022670333,AGG ROBBERY/DEADLY WEAPON,300,N,03/08/2022 08:40:00 AM,03/08/2022,840,03/08/2022 09:07:00 AM,03/08/2022,907,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,500 CARPENTER AVE,78753,4,ED,1,250,431,N,05/12/2022,120,Robbery,30.35749916,-97.69793223
2022680930,AGG ROBBERY/DEADLY WEAPON,300,N,03/09/2022 03:53:00 PM,03/09/2022,1553,03/09/2022 07:00:00 PM,03/09/2022,1900,SERVICE/ GAS STATION,1000 W HOWARD LN,78660,7,ED,6,206,442,N,06/15/2022,120,Robbery,30.42231674,-97.66674678
2022681196,AGG ROBBERY/DEADLY WEAPON,300,N,03/09/2022 09:41:00 PM,03/09/2022,2141,03/09/2022 09:41:00 PM,03/09/2022,2141,RESIDENCE / HOME,9001 NORTHGATE BLVD,78758,4,ED,2,235,407,N,03/24/2022,120,Robbery,30.36917195,-97.71701874
2022720384,AGG ROBBERY/DEADLY WEAPON,300,N,03/13/2022 06:00:00 AM,03/13/2022,600,03/13/2022 07:03:00 AM,03/13/2022,703,PARKING /DROP LOT/ GARAGE,9717 N LAMAR BLVD,78753,4,ED,1,240,410,N,03/01/2023,120,Robbery,30.36582905,-97.69453919
2022720368,AGG ROBBERY/DEADLY WEAPON,300,N,03/13/2022 06:43:00 AM,03/13/2022,643,03/13/2022 06:43:00 AM,03/13/2022,643,SERVICE/ GAS STATION,13014 POND SPRINGS RD,78729,6,AD,4,162,204,C,03/14/2022,120,Robbery,30.44091106,-97.77369229
2022731457,AGG ROBBERY/DEADLY WEAPON,300,N,03/14/2022 10:49:00 PM,03/14/2022,2249,03/14/2022 10:49:00 PM,03/14/2022,2249,PARKING /DROP LOT/ GARAGE,1200 BROADMOOR DR,78723,4,ID,5,48,21,N,04/13/2022,120,Robbery,30.31141944,-97.70543553
2022731508,AGG ROBBERY/DEADLY WEAPON,300,N,03/14/2022 11:12:00 PM,03/14/2022,2312,03/14/2022 11:12:00 PM,03/14/2022,2312,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,2200 S PLEASANT VALLEY RD,78741,3,HE,2,457,23.16,N,04/01/2022,120,Robbery,30.23154675,-97.72604914
2022730253,AGG ROBBERY/DEADLY WEAPON,300,N,03/14/2022 08:46:00 AM,03/14/2022,846,03/14/2022 08:46:00 AM,03/14/2022,846,PARKING /DROP LOT/ GARAGE,8500 N IH 35 SVRD SB,78753,4,ED,1,250,432,N,07/12/2022,120,Robbery,30.34871974,-97.69497869
2022740219,AGG ROBBERY/DEADLY WEAPON,300,N,03/15/2022 04:35:00 AM,03/15/2022,435,03/15/2022 04:35:00 AM,03/15/2022,435,HOTEL / MOTEL / ETC.,2801 S IH 35 SVRD NB,78741,3,HE,2,482,23,C,04/12/2022,120,Robbery,30.22755382,-97.74370004
2022751411,AGG ROBBERY/DEADLY WEAPON,300,N,03/16/2022 12:00:00 PM,03/16/2022,1200,03/16/2022 10:58:00 PM,03/16/2022,2258,CAMP / CAMPGROUND,4200 W BRAKER LN,78759,7,AD,1,215,325,C,03/17/2022,120,Robbery,30.3999032,-97.7394387
2022750514,AGG ROBBERY/DEADLY WEAPON,300,N,03/16/2022 10:26:00 AM,03/16/2022,1026,03/16/2022 10:45:00 AM,03/16/2022,1045,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,1200 BONNIE BRAE,78753,4,ED,7,241,416,C,03/21/2022,120,Robbery,30.35871812,-97.67822271
2022760341,AGG ROBBERY/DEADLY WEAPON,300,N,03/16/2022 08:00:00 PM,03/16/2022,2000,03/17/2022 08:40:00 AM,03/17/2022,840,HWY / ROAD / ALLEY/ STREET/ SIDEWALK,S PLEASANT VALLEY RD / ELMONT DR,78741,3,HE,3,442,23.26,N,03/18/2022,120,Robbery,30.23880184,-97.71955612
2022771664,AGG ROBBERY/DEADLY WEAPON,300,N,03/18/2022 10:40:00 PM,03/18/2022,2240,03/18/2022 10:40:00 PM,03/18/2022,2240,RESTAURANT,1606 E PARMER LN,78753,7,ED,6,206,439,C,06/20/2022,120,Robbery,30.38840526,-97.65003899
2022780452,AGG ROBBERY/DEADLY WEAPON,300,N,03/19/2022 06:50:00 AM,03/19/2022,650,03/19/2022 11:48:00 AM,03/19/2022,1148,RESIDENCE / HOME,8540 N LAMAR BLVD,78758,4,ED,2,249,401,N,04/12/2022,120,Robbery,30.35483776,-97.70723055
2022780343,AGG ROBBERY/DEADLY WEAPON,300,N,03/19/2022 05:37:00 AM,03/19/2022,537,03/19/2022 05:37:00 AM,03/19/2022,537,RESIDENCE / HOME,5901 E STASSNEY LN,78744,2,FR,6,519,24.48,N,05/04/2022,120,Robbery,30.19112787,-97.73091691
